First Name,Last Name,Age,Wages,Nationality,Position,Height,Weight,Team Name,League,Appearances,Lineups,Minutes,Number,Rating,Captain,In,Out,Bench,Total Shots,On Target Shots,Total Goals,Conceded Goals,Assists,Saves,Total Passes,Key Passes,Pass Accuracy,Total Tackles,Blocks,Interceptions,Total Duels,Duels Won,Dribble Attempts,Dribble Success,Past Dribbles,Fouls Drawn,Fouls Committed,Yellow Cards,Red Cards,Penalties Won,Penalties Committed,Penalties Scored,Penalties Missed,Penalties Saved,Full Name
Dennis Pierre Jacques Albert,Praet,29,"£3,900,000",Belgium,Midfielder,181 cm,78 kg,Leicester,Premier League,22,6,639,0,6.561904,0,16,6,0,3,2,1,0,0,0,248,3,8,12,2,5,69,139,13,8,0,8,23,1,0,0,0,0,0,0,Dennis Pierre Jacques Albert Praet
Renan Augusto,Lodi dos Santos,25,"£3,240,000",Brazil,Defender,173 cm,68 kg,Leicester,Premier League,28,26,2222,0,6.575,0,2,0,0,8,0,0,22,1,38,668,13,17,52,6,33,235,3,28,0,0,42,0,7,0,0,0,0,0,0,Renan Augusto Lodi dos Santos
Marc Kevin,Albrighton,34,"£2,340,000",England,Midfielder,175 cm,74 kg,Leicester,Premier League,6,5,451,0,6.544444,0,5,1,5,1,1,1,0,1,0,254,6,20,11,2,4,54,8,6,1,0,4,2,0,0,0,0,0,0,0,Marc Kevin Albrighton
Onyinye Wilfred,Ndidi,27,"£3,900,000",Nigeria,Midfielder,183 cm,74 kg,Leicester,Premier League,27,0,1682,0,6.76923,0,0,11,8,0,0,0,0,0,0,894,3,27,0,14,0,197,109,0,9,0,14,29,4,0,0,0,0,0,0,Onyinye Wilfred Ndidi
Jamie Richard,Vardy,36,"£7,280,000",England,Attacker,179 cm,74 kg,Leicester,Premier League,37,19,1852,0,6.556756,0,8,13,18,5,2,0,0,0,0,255,15,3,61,3,37,210,76,26,12,0,7,21,1,0,0,0,0,1,0,Jamie Richard Vardy
James Michael,Justin,25,"£1,560,000",England,Defender,183 cm,80 kg,Leicester,Premier League,14,14,1254,0,6.892857,0,0,2,0,0,0,0,0,0,0,682,7,39,0,6,0,136,76,15,4,0,29,8,0,0,0,0,0,0,0,James Michael Justin
Harry James,Souttar,25,"£2,000,000",Australia,Defender,198 cm,80 kg,Leicester,Premier League,12,11,991,0,6.772727,0,1,0,1,6,2,0,0,0,0,548,3,37,20,12,15,83,61,3,3,0,5,5,2,0,0,0,0,0,0,Harry James Souttar
Kiernan Frank,Dewsbury-Hall,25,"£1,040,000",England,Midfielder,178 cm,0,Leicester,Premier League,31,28,2315,0,6.854838,0,3,11,3,19,6,0,0,1,0,1095,39,27,15,13,12,271,141,64,38,0,35,37,4,0,0,0,0,0,0,Kiernan Frank Dewsbury-Hall
Morgan StÃ©phane,Sanson,29,"£2,496,000",France,Midfielder,180 cm,73 kg,Leicester,Premier League,7,0,2340,0,6.557142,0,2,0,2,1,0,0,0,0,78,784,0,2,2,0,0,10,9,0,0,0,5,5,0,0,0,0,0,0,0,Morgan StÃ©phane Sanson
Denis Lemi,Zakaria Lako Lado,27,"£4,680,000",Switzerland,Midfielder,189 cm,81 kg,Leicester,Premier League,26,5,2340,0,6.734615,0,0,0,0,0,0,0,46,0,78,784,0,21,9,0,0,10,9,8,0,0,5,0,0,0,0,0,0,0,2,Denis Lemi Zakaria Lako Lado
Keinan Vincent Joseph,Davis,25,"£2,340,000",England,Goalkeeper,191 cm,68 kg,Leicester,Premier League,26,26,2340,0,6.734615,0,0,0,0,0,0,0,46,0,78,784,0,21,1,0,0,10,9,0,0,0,5,0,0,0,0,0,0,0,2,Keinan Vincent Joseph Davis
Jamal Akua,Lowe,29,"£624,000",Jamaica,Goalkeeper,183 cm,79 kg,Leicester,Premier League,26,26,2340,0,6.734615,0,0,0,0,0,0,0,46,0,78,784,0,21,1,0,0,10,9,0,0,0,5,0,0,0,0,0,0,0,2,Jamal Akua Lowe
Romain Paul Jean-Michel,Perraud,26,"£2,040,000",France,Goalkeeper,173 cm,68 kg,Leicester,Premier League,26,26,2340,0,6.734615,0,0,0,2,0,0,0,46,0,78,784,0,21,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,Romain Paul Jean-Michel Perraud
Alexander,Oxlade-Chamberlain,30,"£6,240,000",England,Midfielder,180 cm,70 kg,Liverpool,Premier League,35,6,653,0,0,0,23,4,4,16,3,2,0,0,0,100,15,18,14,2,2,0,14,29,14,0,14,0,0,0,0,0,0,0,0,Alexander Oxlade-Chamberlain
Luis Fernando,DÃ­az Marulanda,26,"£2,912,000",Colombia,Attacker,178 cm,65 kg,Liverpool,Premier League,27,11,1704,0,6.766666,0,10,7,6,12,2,1,0,2,0,1307,23,41,17,0,19,162,77,29,19,0,24,18,2,0,0,0,0,0,0,Luis Fernando DÃ­az Marulanda
Jordan Brian,Henderson,33,"£7,280,000",England,Midfielder,182 cm,78 kg,Liverpool,Premier League,35,23,2075,0,6.911428,0,5,13,12,18,6,0,0,2,0,1545,18,37,32,3,21,128,126,20,12,0,9,18,2,0,0,0,0,0,0,Jordan Brian Henderson
Roberto Firmino,Barbosa de Oliveira,32,"£9,360,000",Brazil,Attacker,181 cm,76 kg,Liverpool,Premier League,0,13,1211,0,7.120833,0,3,10,12,10,4,11,0,4,0,546,7,18,17,1,7,157,90,23,13,0,6,9,0,0,0,0,0,0,0,Roberto Firmino Barbosa de Oliveira
Davinson,SÃ¡nchez Mina,27,"£3,380,000",Colombia,Defender,187 cm,81 kg,Tottenham,Premier League,13,8,334,0,6.5625,0,4,4,10,6,3,1,0,0,0,588,5,0,5,10,0,42,58,5,4,0,4,3,1,0,0,0,0,0,0,Davinson SÃ¡nchez Mina
James Philip,Milner,37,"£3,120,000",England,Midfielder,175 cm,70 kg,Liverpool,Premier League,31,7,893,0,6.83,0,24,4,24,6,1,0,0,1,0,607,13,15,26,2,12,136,65,19,11,0,38,16,2,0,0,0,0,0,0,James Philip Milner
Cody MathÃ¨s,Gakpo,24,"£3,120,000",Netherlands,Attacker,193 cm,76 kg,Liverpool,Premier League,21,17,1465,0,7.066666,0,4,11,4,27,13,7,0,2,0,371,23,13,26,1,4,230,108,36,23,0,33,26,0,0,0,0,0,0,0,Cody MathÃ¨s Gakpo
Trent John,Alexander-Arnold,25,"£9,360,000",England,Defender,175 cm,72 kg,Liverpool,Premier League,37,34,2931,0,7.305405,0,3,11,3,25,8,2,0,9,0,2309,72,50,57,7,43,216,113,43,30,0,6,22,5,0,0,0,0,0,0,Trent John Alexander-Arnold
Job JoÃ«l AndrÃ©,Matip,32,"£5,200,000",Cameroon,Defender,195 cm,90 kg,Liverpool,Premier League,14,12,1092,0,6.714285,0,2,2,2,5,3,1,0,0,0,879,4,54,15,3,21,96,49,7,4,0,5,10,3,0,0,0,0,0,0,Job JoÃ«l AndrÃ© Matip
Andrew Henry,Robertson,29,"£5,200,000",Scotland,Defender,178 cm,64 kg,Liverpool,Premier League,34,29,2587,0,6.958823,0,5,10,5,8,4,0,0,8,0,1834,52,45,38,5,18,179,85,38,15,0,10,22,3,0,0,0,0,0,0,Andrew Henry Robertson
Curtis Julian,Jones,22,"£780,000",England,Midfielder,185 cm,75 kg,Liverpool,Premier League,18,12,1039,0,6.833333,0,6,10,6,6,5,3,0,1,0,658,14,33,34,2,3,138,64,24,11,0,16,13,2,0,0,0,0,0,0,Curtis Julian Jones
Mohamed,Salah Hamed Mahrous Ghaly,31,"£18,200,000",Egypt,Attacker,175 cm,71 kg,Liverpool,Premier League,38,37,3297,0,7.118421,0,1,8,1,97,47,19,0,12,0,1120,66,23,21,0,6,324,111,121,49,0,33,20,2,0,0,0,2,2,0,Mohamed Salah Hamed Mahrous Ghaly
Thiago,AlcÃ¢ntara do Nascimento,32,"£10,400,000",Spain,Midfielder,174 cm,70 kg,Liverpool,Premier League,18,14,1254,0,7.033333,0,4,5,4,3,1,0,0,0,0,1085,17,52,43,3,21,175,99,21,17,0,25,18,2,0,0,0,0,0,0,Thiago AlcÃ¢ntara do Nascimento
Ibrahima,KonatÃ©,24,"£3,640,000",France,Defender,194 cm,95 kg,Liverpool,Premier League,18,17,1551,0,6.833333,0,1,0,1,6,3,0,0,0,0,1130,1,54,38,5,26,168,108,11,9,0,15,29,5,0,0,0,0,0,0,Ibrahima KonatÃ©
Konstantinos,Tsimikas,27,"£2,600,000",Greece,Defender,179 cm,77 kg,Liverpool,Premier League,20,9,768,0,6.836842,0,11,7,11,3,2,0,0,4,0,444,18,19,14,1,12,75,34,12,4,0,9,13,3,0,0,0,0,0,0,Konstantinos Tsimikas
Diogo JosÃ©,Teixeira da Silva,27,"£7,280,000",Portugal,Attacker,178 cm,68 kg,Liverpool,Premier League,22,12,1131,0,6.804545,0,10,10,10,27,11,7,0,4,0,373,17,12,23,0,3,180,70,35,14,0,15,19,2,0,0,0,0,0,0,Diogo JosÃ© Teixeira da Silva
Harvey Daniel James,Elliott,20,"£2,080,000",England,Midfielder,170 cm,64 kg,Liverpool,Premier League,32,18,1613,0,6.786666,0,14,14,14,22,12,1,0,2,0,957,27,25,27,1,15,167,74,33,18,0,25,14,2,0,0,0,0,0,0,Harvey Daniel James Elliott
Darwin Gabriel,Nunez,24,"£7,280,000",Uruguay,Attacker,187 cm,81 kg,Liverpool,Premier League,29,19,1699,0,6.885714,0,10,13,10,71,37,9,0,3,0,371,28,8,11,0,3,212,81,36,17,0,17,25,1,1,0,0,0,0,0,Darwin Gabriel Nunez
Stefan,BajÄetiÄ Maquieira,19,"£2,080,000",Spain,Midfielder,185 cm,77 kg,Liverpool,Premier League,11,6,527,0,6.654545,0,5,6,5,4,3,1,0,0,0,253,4,18,9,0,9,75,34,11,7,0,9,7,2,0,0,0,0,0,0,Stefan BajÄetiÄ Maquieira
CaoimhÃ­n OdhrÃ¡n,Kelleher,25,"£520,000",Republic of Ireland,Goalkeeper,188 cm,74 kg,Liverpool,Premier League,26,32,2836,0,7.76875,0,0,1,6,5,10,0,4,0,0,2071,99,73,0,11,18,186,82,0,4,0,0,19,3,0,0,0,0,0,0,CaoimhÃ­n OdhrÃ¡n Kelleher
Joseph Dave,Gomez,26,"£4,420,000",England,Defender,188 cm,77 kg,Liverpool,Premier League,32,22,1997,0,7.196875,0,4,3,0,23,2,0,0,1,0,1357,44,80,28,13,5,138,129,1,1,0,4,20,3,0,0,0,0,0,0,Joseph Dave Gomez
Virgil,van Dijk,32,"£11,440,000",Netherlands,Defender,195 cm,92 kg,Liverpool,Premier League,32,28,2425,0,7.196875,0,10,12,4,7,21,7,0,0,0,1003,44,34,27,2,16,205,100,9,8,0,3,10,3,0,0,0,0,0,0,Virgil van Dijk
Ederson,Santana de Moraes,30,"£5,200,000",Brazil,Goalkeeper,188 cm,86 kg,Manchester City,Premier League,35,35,3150,0,6.685714,0,0,0,0,57,0,0,32,6,46,1109,1,26,3,0,11,17,14,0,0,0,3,1,3,0,0,0,0,0,0,Ederson Santana de Moraes
Jack Peter,Grealish,28,"£15,600,000",England,Attacker,175 cm,76 kg,Manchester City,Premier League,17,23,764,0,7.310714,0,8,12,5,29,2,0,0,7,0,188,50,8,25,3,1,97,44,23,9,0,78,8,4,0,0,0,0,0,0,Jack Peter Grealish
Aymeric Jean Louis GÃ©rard Alph,Laporte,29,"£6,240,000",Spain,Defender,189 cm,86 kg,Manchester City,Premier League,30,11,993,0,7.2,0,8,11,1,28,13,0,0,0,0,947,53,73,30,4,3,213,105,3,24,0,7,16,0,0,0,0,1,0,0,Aymeric Jean Louis GÃ©rard Alph Laporte
Riyad Karim,Mahrez,32,"£8,320,000",Algeria,Attacker,179 cm,67 kg,Manchester City,Premier League,10,22,1923,0,7.2,0,8,11,8,28,13,5,0,10,0,1033,53,29,30,1,1,213,105,51,24,0,42,16,2,0,0,0,0,0,0,Riyad Karim Mahrez
Manuel Obafemi,Akanji,28,"£9,360,000",Switzerland,Defender,186 cm,91 kg,Manchester City,Premier League,29,24,2284,0,7.314285,0,10,11,5,10,3,0,0,1,0,2021,7,65,36,9,33,154,77,9,6,0,12,24,2,0,0,0,0,0,0,Manuel Obafemi Akanji
Sergio,Gomez,23,"£2,600,000",Spain,Midfielder,171 cm,68 kg,Manchester City,Premier League,12,2,340,0,6.7,0,2,0,2,6,0,2,0,1,0,2976,33,21,9,3,0,34,14,3,25,0,2,0,5,0,0,0,0,0,0,Sergio Gomez
Rodrigo,HernÃ¡ndez Cascante,27,"£11,440,000",Spain,Midfielder,190 cm,82 kg,Manchester City,Premier League,37,37,2920,0,6.857142,0,0,0,0,33,0,0,0,6,108,1321,1,27,67,14,0,314,184,33,2,0,20,13,1,0,0,0,0,0,1,Rodrigo HernÃ¡ndez Cascante
RÃºben,dos Santos Gato Alves Dias,26,"£9,360,000",Portugal,Defender,186 cm,76 kg,Manchester City,Premier League,34,22,1844,0,6.894117,0,10,11,4,44,10,4,0,16,0,1418,32,27,28,2,3,209,104,49,30,0,7,31,1,0,0,0,0,0,0,RÃºben dos Santos Gato Alves Dias
Kevin,De Bruyne,32,"£20,800,000",Belgium,Midfielder,181 cm,68 kg,Manchester City,Premier League,35,24,2203,0,6.873333,0,18,8,10,33,60,36,0,5,0,479,30,27,16,6,2,209,89,70,40,0,29,31,5,0,0,0,0,0,0,Kevin De Bruyne
Philip Walter,Foden,23,"£11,700,000",England,Midfielder,171 cm,70 kg,Manchester City,Premier League,26,33,2779,0,0,0,4,12,10,15,22,9,0,5,0,469,18,37,26,4,0,215,88,70,40,0,15,21,5,0,0,0,0,0,0,Philip Walter Foden
Bernardo,Mota Veiga de Carvalho e Silva,29,"£7,800,000",Portugal,Midfielder,173 cm,64 kg,Manchester City,Premier League,26,13,1451,0,7,0,4,5,2,34,0,1,0,8,0,0,0,13,26,0,20,0,69,29,11,0,14,0,0,0,0,0,7,0,0,Bernardo Mota Veiga de Carvalho e Silva
JuliÃ¡n,Ãlvarez,23,"£5,200,000",Argentina,Attacker,170 cm,71 kg,Manchester City,Premier League,26,22,1875,0,7,0,4,6,4,7,2,1,0,0,0,1705,9,62,26,10,20,118,79,4,3,0,14,12,2,0,0,0,0,0,0,JuliÃ¡n Ãlvarez
AdriÃ¡n,San Miguel del Castillo,36,"£3,016,000",Spain,Defender,190 cm,80 kg,Manchester City,Premier League,26,22,1875,0,7,0,4,6,4,7,2,1,0,0,0,1705,9,62,26,10,20,118,79,4,3,0,14,12,2,0,0,0,0,0,0,AdriÃ¡n San Miguel del Castillo
Nathan Benjamin,AkÃ©,28,"£4,800,000",Netherlands,Defender,180 cm,75 kg,Manchester City,Premier League,12,22,1875,0,6.733333,0,10,6,4,7,2,1,0,0,0,1705,9,62,26,10,5,34,14,4,3,0,2,12,2,0,0,0,0,0,0,Nathan Benjamin AkÃ©
Kalvin Mark,Phillips,28,"£7,800,000",England,Midfielder,178 cm,72 kg,Manchester City,Premier League,12,22,1875,0,6.733333,0,10,6,4,4,0,0,0,0,0,1705,3,26,6,3,5,34,14,1,3,0,2,10,1,0,0,0,0,0,0,Kalvin Mark Phillips
Rico Henry Mark,Lewis,19,"£1,820,000",England,Midfielder,169 cm,0,Manchester City,Premier League,14,10,903,0,6.85,0,4,4,4,4,2,0,0,1,0,638,12,0,16,0,6,79,42,11,0,0,18,10,0,1,0,0,0,0,0,Rico Henry Mark Lewis
Stefan,Ortega Moreno,31,"£2,860,000",Germany,Goalkeeper,185 cm,88 kg,Manchester City,Premier League,3,3,652,0,7.186486,0,15,0,1,0,0,0,0,0,14,151,0,17,0,15,63,1,1,0,0,0,0,23,0,0,0,0,0,0,0,Stefan Ortega Moreno
John,Stones,29,"£13,000,000",England,Defender,188 cm,80 kg,Manchester City,Premier League,23,27,944,0,6.66875,0,4,5,5,9,3,2,0,0,0,1511,7,16,30,10,9,25,70,7,28,0,8,10,1,1,0,0,0,0,0,John Stones
Ä°lkay,GÃ¼ndoÄan,33,"£7,280,000",Germany,Midfielder,180 cm,80 kg,Manchester City,Premier League,31,16,1849,0,7.021739,0,1,1,2,41,3,0,0,2,0,1540,39,61,29,1,20,68,90,35,4,0,25,23,0,0,0,0,0,0,0,Ä°lkay GÃ¼ndoÄan
Tahith,Chong,24,"£1,040,000",Netherlands,Midfielder,185 cm,75 kg,Manchester United,Premier League,0,6,2386,0,6.61875,0,0,0,0,0,3,0,0,0,100,0,0,0,16,0,12,0,44,0,1,0,10,16,0,0,0,0,0,0,0,Tahith Chong
Wout,Weghorst,31,"£1,820,000",Netherlands,Attacker,197 cm,84 kg,Manchester United,Premier League,19,10,1457,0,6.563157,0,7,5,2,11,5,0,0,1,0,456,14,16,11,2,16,156,78,36,17,0,14,17,1,0,0,0,0,0,0,Wout  Weghorst
Antony,dos Santos,23,"£10,400,000",Brazil,Attacker,174 cm,63 kg,Manchester United,Premier League,23,23,2070,0,6.916,0,0,17,2,0,24,4,0,2,0,774,0,0,22,0,11,9,79,65,0,0,0,15,5,0,0,0,0,0,0,Antony dos Santos
Lisandro,MartÃ­nez,25,"£6,240,000",Argentina,Defender,175 cm,77 kg,Manchester United,Premier League,38,0,1436,0,6.957894,0,4,5,6,22,2,4,0,0,0,0,0,0,54,4,15,130,72,35,64,0,0,0,5,0,0,0,0,0,0,Lisandro MartÃ­nez
Aaron,Wan-Bissaka,26,"£4,680,000",England,Defender,183 cm,72 kg,Manchester United,Premier League,24,0,753,0,6.761904,0,0,13,0,19,2,3,0,0,0,704,9,3,2,6,8,146,73,0,3,0,1,28,4,0,0,0,0,0,0,Aaron Wan-Bissaka
David,de Gea Quintana,33,"£19,500,000",Spain,Goalkeeper,192 cm,76 kg,Manchester United,Premier League,38,38,3420,0,6.93421,0,0,0,0,0,0,0,43,0,101,1083,1,19,0,0,1,12,10,0,0,0,5,0,0,0,0,0,0,0,1,David de Gea Quintana
Jadon Malik,Sancho,23,"£13,000,000",England,Attacker,180 cm,76 kg,Manchester United,Premier League,26,21,1698,0,6.967857,0,5,17,5,27,12,6,0,3,0,749,44,24,16,2,7,161,60,73,32,0,10,9,0,0,0,0,0,0,0,Jadon Malik Sancho
Christian,Dannemann Eriksen,31,"£7,800,000",Denmark,Midfielder,182 cm,76 kg,Manchester United,Premier League,28,25,2062,0,6.865217,0,3,18,3,6,4,1,0,8,0,1099,36,42,22,17,11,121,48,16,7,0,10,13,3,0,0,0,0,0,0,Christian Dannemann Eriksen
RaphaÃ«l Xavier,Varane,30,"£17,680,000",France,Defender,191 cm,81 kg,Manchester United,Premier League,24,22,1915,0,6.444444,0,2,6,2,1,0,0,0,0,0,294,4,41,24,5,11,117,74,9,5,0,3,12,1,0,0,0,0,0,0,RaphaÃ«l Xavier Varane
Jacob Harry,Maguire,30,"£9,875,000",England,Defender,194 cm,90 kg,Manchester United,Premier League,16,8,759,0,6.923076,0,8,0,8,1,0,0,0,0,0,574,1,37,8,11,13,71,39,3,2,0,4,8,4,0,0,0,0,0,0,Jacob Harry Maguire
Scott Francis,McTominay,27,"£3,120,000",Scotland,Midfielder,193 cm,88 kg,Manchester United,Premier League,24,10,1149,0,6.669565,0,10,3,14,11,6,1,0,0,0,426,12,12,32,6,14,183,95,22,13,0,14,28,8,0,0,0,0,0,0,Scott Francis McTominay
Anthony Jordan,Martial,28,"£13,000,000",France,Attacker,181 cm,76 kg,Manchester United,Premier League,21,11,979,0,6.742857,0,3,11,10,21,13,6,0,2,0,320,30,28,5,2,1,302,43,23,14,0,23,8,0,0,0,0,1,0,0,Anthony Jordan Martial
Marcus,Rashford,26,"£10,400,000",England,Attacker,180 cm,70 kg,Manchester United,Premier League,35,32,1407,0,6.914285,0,8,13,3,81,50,17,0,5,0,779,21,25,20,4,7,150,117,127,54,0,23,15,2,0,0,0,0,0,0,Marcus Rashford
Alejandro,Garnacho Ferreyra,19,"£2,600,000",Argentina,Attacker,180 cm,80 kg,Manchester United,Premier League,19,5,562,0,6.488235,0,14,7,14,17,10,3,0,2,0,185,3,8,5,1,5,95,27,38,11,0,8,8,3,0,0,0,0,0,0,Alejandro Garnacho Ferreyra
JosÃ© Diogo,Dalot Teixeira,24,"£1,300,000",Portugal,Defender,183 cm,76 kg,Manchester United,Premier League,28,20,2155,0,6.82,0,1,3,6,3,0,0,0,3,0,1188,29,39,90,11,21,102,114,26,18,0,24,48,8,2,0,0,0,0,0,JosÃ© Diogo Dalot Teixeira
Victor JÃ¶rgen,Nilsson LindelÃ¶f,29,"£6,240,000",Sweden,Defender,187 cm,80 kg,Manchester United,Premier League,20,37,2557,0,7.145161,0,0,1,1,10,15,1,0,2,0,1806,3,36,54,7,3,252,61,3,2,0,3,10,3,0,0,0,0,0,0,Victor JÃ¶rgen Nilsson LindelÃ¶f
Luke Paul Hoare,Shaw,28,"£7,800,000",England,Defender,185 cm,75 kg,Manchester United,Premier League,31,0,3320,0,6.605714,0,3,6,0,26,35,5,0,2,0,406,35,45,22,5,25,285,141,43,13,0,4,46,6,0,0,0,0,0,0,Luke Paul Hoare Shaw
Marcel,Sabitzer,29,"£2,860,000",Austria,Midfielder,178 cm,76 kg,Manchester United,Premier League,11,0,628,0,6.836363,0,4,5,4,0,0,0,0,1,0,296,10,21,0,2,8,70,36,2,1,0,10,8,1,0,0,0,0,0,0,Marcel Sabitzer
Alexander,Isak,24,"£6,240,000",Sweden,Attacker,192 cm,77 kg,Newcastle,Premier League,27,17,1527,0,7.00909,0,5,10,5,33,25,10,0,1,0,357,16,12,29,2,16,207,87,62,32,0,7,19,3,0,0,0,2,0,0,Alexander Isak
Jonjo,Shelvey,31,"£3,900,000",England,Midfielder,184 cm,80 kg,Newcastle,Premier League,3,0,542,0,6.25,0,2,4,2,0,0,0,0,1,0,26,0,6,1,0,0,3,1,0,0,0,51,1,2,0,0,0,0,0,0,Jonjo Shelvey
Anthony Michael,Gordon,22,"£520,000",England,Attacker,183 cm,72 kg,Newcastle,Premier League,16,12,480,0,6.725,0,4,5,12,19,16,3,0,0,0,253,8,11,34,0,4,182,68,38,10,0,15,20,6,0,0,0,0,0,0,Anthony Michael Gordon
Robin Leon,Koch,27,"£2,080,000",Germany,Defender,191 cm,86 kg,Leeds,Premier League,17,36,797,0,6.611764,0,0,7,7,13,4,0,0,0,0,207,6,8,53,21,7,321,39,11,4,0,9,14,7,0,0,0,0,0,0,Robin Leon Koch
Joseph George,Willock,24,"£4,160,000",England,Midfielder,179 cm,71 kg,Newcastle,Premier League,35,31,2577,0,6.874285,0,4,23,4,37,17,3,0,6,0,888,40,21,51,8,25,279,125,78,35,0,23,35,1,0,0,0,0,0,0,Joseph George Willock
Harvey Lewis,Barnes,26,"£4,160,000",England,Midfielder,174 cm,66 kg,Newcastle,Premier League,34,28,2720,0,6.721212,0,5,11,2,54,34,13,0,4,0,727,23,15,26,1,8,332,111,79,26,0,37,39,3,0,0,0,0,0,0,Harvey Lewis Barnes
Sean David,Longstaff,26,"£2,600,000",England,Midfielder,180 cm,65 kg,Newcastle,Premier League,33,28,2517,0,6.721212,0,5,4,5,18,7,1,0,4,0,1125,20,28,42,8,16,243,111,25,7,0,39,29,2,0,0,0,0,0,0,Sean David Longstaff
Jacob Kai,Murphy,28,"£1,820,000",England,Midfielder,179 cm,74 kg,Newcastle,Premier League,36,14,2517,0,6.688235,0,22,13,22,21,7,1,0,2,0,1125,9,8,42,8,16,243,44,25,7,0,14,8,2,0,0,0,0,0,0,Jacob Kai Murphy
Kieran John,Trippier,33,"£5,200,000",England,Defender,178 cm,71 kg,Newcastle,Premier League,38,2,3348,0,7.636842,0,0,7,0,6,4,1,0,7,0,2064,111,41,72,15,43,40,169,31,2,0,29,48,5,0,0,0,0,0,0,Kieran John Trippier
Fabian Lukas,SchÃ¤r,32,"£2,080,000",Switzerland,Defender,186 cm,84 kg,Newcastle,Premier League,33,0,3209,0,7.116666,0,0,4,1,45,0,5,0,0,0,0,19,39,48,19,0,328,191,0,0,0,0,28,0,0,0,0,0,0,0,Fabian Lukas SchÃ¤r
Matthew Robert,Targett,28,"£5,200,000",England,Defender,183 cm,70 kg,Newcastle,Premier League,17,37,3262,0,6.6,0,10,0,0,1,0,0,32,0,0,328,10,15,1,2,9,86,29,15,2,0,5,8,1,0,0,0,0,0,0,Matthew Robert Targett
Sven Adriaan,Botman,23,"£4,680,000",Netherlands,Defender,193 cm,81 kg,Newcastle,Premier League,36,36,2070,0,6.991428,0,1,2,1,21,24,6,0,0,0,715,48,42,25,9,36,189,126,1,35,0,12,15,2,0,0,0,4,0,0,Sven Adriaan Botman
Mark Joseph,Gillespie,31,"£600,000",England,Goalkeeper,192 cm,83 kg,Newcastle,Premier League,0,35,3237,0,0,0,0,0,0,52,0,0,0,0,0,1754,9,0,39,0,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Mark Joseph Gillespie
Joelinton CÃ¡ssio,ApolinÃ¡rio de Lira,27,"£4,500,000",Brazil,Attacker,186 cm,81 kg,Newcastle,Premier League,32,20,3133,0,7.0375,0,0,7,6,38,9,6,0,1,0,1230,26,31,70,3,48,474,150,94,14,0,34,38,12,0,0,0,0,0,0,Joelinton CÃ¡ssio ApolinÃ¡rio de Lira
Callum Eddie Graham,Wilson,31,"£2,400,000",England,Attacker,180 cm,66 kg,Newcastle,Premier League,32,32,528,0,7.165625,0,15,3,0,63,2,18,0,5,0,235,23,5,9,4,1,195,30,31,2,0,83,10,4,0,0,0,0,0,0,Callum Eddie Graham Wilson
Bruno,GuimarÃ£es Rodriguez Moura,26,"£6,240,000",Brazil,Midfielder,182 cm,74 kg,Newcastle,Premier League,14,4,1214,0,6.472222,0,1,0,1,21,0,4,24,0,0,1632,43,43,79,1,36,66,6,5,0,0,2,0,7,0,0,0,0,0,2,Bruno GuimarÃ£es Rodriguez Moura
Mario RenÃ© Junior,Lemina,30,"£2,340,000",Gabon,Midfielder,184 cm,85 kg,Wolves,Premier League,19,5,437,0,6.593333,0,2,8,2,8,22,2,0,0,0,896,3,5,26,2,1,67,152,86,1,0,4,4,1,0,0,0,2,0,0,Mario RenÃ© Junior Lemina
Dean Bradley,Henderson,26,"£5,200,000",England,Goalkeeper,188 cm,85 kg,Nottingham Forest,Premier League,9,9,1620,0,6.844444,0,0,0,0,0,0,0,10,0,26,238,0,18,0,0,0,4,3,0,0,0,0,1,1,0,0,0,0,0,0,Dean Bradley Henderson
Anthony David,Junior Elanga,21,"£260,000",Sweden,Midfielder,178 cm,70 kg,Nottingham Forest,Premier League,14,14,420,0,6.621428,0,0,5,7,0,5,1,0,1,0,299,6,16,1,0,23,52,43,12,5,0,23,22,1,0,0,0,0,0,0,Anthony David Junior Elanga
Jesse Ellis,Lingard,31,"£10,400,000",England,Midfielder,175 cm,62 kg,Nottingham Forest,Premier League,17,12,928,0,6.56875,0,5,10,5,4,2,0,0,0,0,282,11,14,4,0,5,50,20,10,6,0,9,8,1,0,0,0,0,0,0,Jesse Ellis Lingard
AndrÃ© Morgan,Rami Ayew,34,"£4,316,000",Ghana,Attacker,175 cm,70 kg,Nottingham Forest,Premier League,13,1,305,0,6.481818,0,12,1,12,3,2,0,0,0,0,72,1,5,5,1,0,62,28,5,1,0,8,3,1,0,0,0,0,1,0,AndrÃ© Morgan Rami Ayew
Taiwo Micheal,Awoniyi,26,"£2,600,000",Nigeria,Attacker,183 cm,84 kg,Nottingham Forest,Premier League,27,17,667,0,6.963636,0,10,17,10,6,2,10,0,0,0,329,6,5,17,6,4,188,61,17,5,0,19,24,2,0,0,0,0,0,0,Taiwo Micheal Awoniyi
Samuel William,Surridge,25,"£780,000",England,Attacker,191 cm,77 kg,Nottingham Forest,Premier League,20,1,305,0,6.452631,0,19,1,19,7,2,1,0,0,0,77,1,2,5,2,0,65,30,4,2,0,10,12,2,0,0,0,0,0,0,Samuel William Surridge
